"";"UN";"year";"month";"elec_id";"country.x";"date.x";"presidential";"legislative_type";"elecrule";"tier1_formula";"tier2_formula";"tier3_formula";"tier4_formula";"mixed_type";"multi";"multi_linked";"seats";"tier1_avemag";"tier1_districts";"upperseats";"uppertier";"tier2_districts";"tier3_districts";"tier4_districts";"enep";"enep_others";"enep1";"enpp";"enpp_others";"enpp1";"enpres";"preselecrule";"region1";"region2";"region3";"aclp_code";"ccode";"ccode2";"day";"regime";"secondround";"thirdround";"X1.x";"varmag";"sdmag";"memag";"country.y";"X1.y";"country";"date.y";"EthAl";"scode";"sname";"cow"
"830";703;2012;"3";"L-SLO-2012-3-10";"Slovakia";"10-Mar-12";0;2;9;16;NA;NA;NA;NA;0;0;150;150;1;0;NA;0;0;0;4,180095;0;4,180095;2,880184;0;2,880184;NA;NA;9;9;4;156;317;317;"10";1;NA;NA;1290;NA;NA;150;"Slovakia";175;"Slovak Republic";"1996";".2538959999999998";"317";"Slovak Republic";"317"
"831";703;2016;"3";"L-SLO-2016-3-5";"Slovakia";"5-Mar-16";0;2;9;16;NA;NA;NA;NA;0;0;150;150;1;0;NA;0;0;0;7,244592;0;7,244592;5,673222;0;5,673222;NA;NA;9;9;4;156;317;317;"5";1;NA;NA;1424;NA;NA;150;"Slovakia";175;"Slovak Republic";"1996";".2538959999999998";"317";"Slovak Republic";"317"
"832";705;1996;"11";"L-SLV-1996-11-10";"Slovenia";"10-Nov-96";0;2;9;12;25;NA;NA;NA;1;1;90;11;8;-99;-99;1;0;0;6,32;0,8;6,32;5,53;0;5,53;NA;NA;9;9;4;176;349;349;"10";1;NA;NA;772;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"833";705;2000;"10";"L-SLV-2000-10-15";"Slovenia";"15-Oct-00";0;2;9;12;25;NA;NA;NA;1;1;90;11;8;-99;-99;1;0;0;5,11;3,75;5,13;4,55;0;4,55;NA;NA;9;9;4;176;349;349;"15";1;NA;NA;880;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"834";705;2004;"10";"L-SLV-2004-10-3";"Slovenia";"3-Oct-04";0;2;9;12;25;NA;NA;NA;1;1;90;11;8;-99;-99;1;0;0;6,02;11,7;6,462930266;4,9;0;4,9;NA;NA;9;9;4;176;349;349;"3";0;NA;NA;999;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"835";705;2008;"9";"L-SLV-2008-9-21";"Slovenia";"21-Sep-08";0;2;9;18;25;NA;NA;NA;1;1;90;11;8;-99;-99;1;0;0;4,94;7,7;5,038241295;4,23;0;4,23;NA;NA;9;9;4;176;349;349;"21";0;NA;NA;1140;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"836";705;2011;"12";"L-SLV-2011-12-4";"Slovenia";"4-Dec-11";0;2;9;18;25;NA;NA;NA;1;1;90;11;8;-99;-99;1;0;0;5,47;4,4;5,518497145;4,52;0;4,52;NA;NA;9;9;4;176;349;349;"4";0;NA;NA;1248;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"837";705;2014;"7";"L-SLV-2014-7-13";"Slovenia";"13-Jul-14";0;2;9;18;25;NA;NA;NA;1;1;90;11;8;-99;NA;1;0;0;5,258011;0;5,258011;4,145343;0;4,145343;NA;NA;9;9;4;176;349;349;"13";1;NA;NA;1354;0;0;1;"Slovenia";176;"Slovenia";"1991";".2216480000000001";"349";"Slovenia";"349"
"838";724;1977;"6";"L-SPN-1977-6-15";"Spain";"15-Jun-77";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;4,29;3,1;4,31;2,92;0,3;2,92;NA;NA;10;10;3;122;230;230;"15";0;NA;NA;399;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"839";724;1979;"3";"L-SPN-1979-3-1";"Spain";"1-Mar-79";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;4,25;4;4,28;2,81;0;2,81;NA;NA;10;10;3;122;230;230;"1";0;NA;NA;428;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"840";724;1982;"10";"L-SPN-1982-10-28";"Spain";"28-Oct-82";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;3,18;2,3;3,19;2,33;0;2,33;NA;NA;10;10;3;122;230;230;"28";0;NA;NA;477;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"841";724;1986;"6";"L-SPN-1986-6-22";"Spain";"22-Jun-86";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;3,59;3;3,6;3,02;0;3,02;NA;NA;10;10;3;122;230;230;"22";0;NA;NA;543;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"842";724;1989;"10";"L-SPN-1989-10-29";"Spain";"29-Oct-89";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;4,08;1;4,08;2,85;0;2,85;NA;NA;10;10;3;122;230;230;"29";0;NA;NA;602;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"843";724;1993;"6";"L-SPN-1993-6-6";"Spain";"6-Jun-93";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;3,5;5,36;3,53;2,67;0;2,67;NA;NA;10;10;3;122;230;230;"6";0;NA;NA;696;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"844";724;1996;"3";"L-SPN-1996-3-3";"Spain";"3-Mar-96";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;3,27;1,05;3,27;2,72;0;2,72;NA;NA;10;10;3;122;230;230;"3";0;NA;NA;773;NA;NA;NA;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"845";724;2000;"3";"L-SPN-2000-3-12";"Spain";"12-Mar-00";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;2,99;2,8;3,12;2,48;0;2,48;NA;NA;10;10;3;122;230;230;"12";0;NA;NA;881;35,2986425339367;5,94126607163294;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"846";724;2004;"3";"L-SPN-2004-3-14";"Spain";"14-Mar-04";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;3;2,3;3,004560938;2,53;0;2,53;NA;NA;10;10;3;122;230;230;"14";0;NA;NA;1002;36,1613876319759;6,01343393012478;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"847";724;2008;"3";"L-SPN-2008-3-9";"Spain";"9-Mar-08";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;0;0;0;0;2,79;1,6;2,791869441;2,36;0;2,36;NA;NA;10;10;3;122;230;230;"9";0;NA;NA;1142;36,3966817496229;6,03296624800959;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"848";724;2011;"11";"L-SPN-2011-11-20";"Spain";"20-Nov-11";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;NA;0;0;0;3,426723;0;3,426723;2,595779;0;2,595779;NA;NA;10;10;3;122;230;230;"20";0;NA;NA;1249;37,4555052790347;6,12009029990855;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"849";724;2015;"12";"L-SPN-2015-12-20";"Spain";"20-Dec-15";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;NA;0;0;0;5,820349;0;5,820349;4,529655;0;4,529655;NA;NA;10;10;3;122;230;230;"20";0;NA;NA;1391;37,3770739064857;6,11367924465176;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"850";724;2016;"6";"L-SPN-2016-6-26";"Spain";"26-Jun-16";0;2;9;25;NA;NA;NA;NA;0;0;350;6,73;52;0;NA;0;0;0;5,00384;0;5,00384;4,156488;0;4,156488;NA;NA;10;10;3;122;230;230;"26";0;NA;NA;1425;37,8084464555053;6,14885732925275;6,73076923076923;"Spain";180;"Spain";"1991";".4164629999999999";"230";"Spain";"230"
"851";740;2000;"5";"L-SUR-2000-5-25";"Suriname";"25-May-00";0;2;9;25;NA;NA;NA;NA;0;0;51;5,1;10;0;0;0;0;0;3,77;0;3,77;2,28;0;2,28;NA;NA;8;8;7;75;115;115;"25";2;NA;NA;882;NA;NA;NA;"Suriname";184;"Suriname";"2001";".7332";"115";"Suriname";"115"
"852";740;2005;"5";"L-SUR-2005-5-25";"Suriname";"25-May-05";0;2;9;25;NA;NA;NA;NA;0;0;51;5,1;10;0;0;0;0;0;3,92;7,8;3,976917414;3,2;0;3,2;NA;NA;8;8;7;75;115;115;"25";2;NA;NA;1033;NA;NA;NA;"Suriname";184;"Suriname";"2001";".7332";"115";"Suriname";"115"
"853";740;2010;"5";"L-SUR-2010-5-25";"Suriname";"25-May-10";0;2;9;25;NA;NA;NA;NA;0;0;51;5,1;10;0;0;0;0;0;3,49;0,3;3,490054812;3,21;0;3,21;NA;NA;8;8;7;75;115;115;"25";2;NA;NA;1208;NA;NA;NA;"Suriname";184;"Suriname";"2001";".7332";"115";"Suriname";"115"
"854";740;2015;"5";"L-SUR-2015-5-25";"Suriname";"25-May-15";0;2;9;25;NA;NA;NA;NA;0;0;51;5,1;10;0;NA;0;0;0;2,787633;0;2,787633;2,532619;0;2,532619;NA;NA;8;8;7;75;115;115;"25";2;NA;NA;1392;19,4333333333333;4,40832545682976;5,1;"Suriname";184;"Suriname";"2001";".7332";"115";"Suriname";"115"
"855";752;1948;"9";"L-SWD-1948-9-19";"Sweden";"19-Sep-48";0;2;9;25;NA;NA;NA;NA;0;0;230;8,21;28;0;0;0;0;0;3,35;0,1;3,35;3,06;0;3,06;NA;NA;10;10;3;123;380;380;"19";0;NA;NA;24;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"856";752;1952;"9";"L-SWD-1952-9-21";"Sweden";"21-Sep-52";0;2;9;27;NA;NA;NA;NA;0;0;230;8,21;28;0;0;0;0;0;3,28;0,1;3,28;3,09;0;3,09;NA;NA;10;10;3;123;380;380;"21";0;NA;NA;69;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"857";752;1956;"9";"L-SWD-1956-9-16";"Sweden";"16-Sep-56";0;2;9;27;NA;NA;NA;NA;0;0;231;8,25;28;0;0;0;0;0;3,37;0,1;3,37;3,18;0;3,18;NA;NA;10;10;3;123;380;380;"16";0;NA;NA;117;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"858";752;1958;"6";"L-SWD-1958-6-1";"Sweden";"1-Jun-58";0;2;9;27;NA;NA;NA;NA;0;0;231;8,25;28;0;0;0;0;0;3,31;0;3,31;3,16;0;3,16;NA;NA;10;10;3;123;380;380;"1";0;NA;NA;146;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"859";752;1960;"9";"L-SWD-1960-9-18";"Sweden";"18-Sep-60";0;2;9;27;NA;NA;NA;NA;0;0;232;8,29;28;0;0;0;0;0;3,26;0,1;3,26;3,12;0;3,12;NA;NA;10;10;3;123;380;380;"18";0;NA;NA;169;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"860";752;1964;"9";"L-SWD-1964-9-20";"Sweden";"20-Sep-64";0;2;9;27;NA;NA;NA;NA;0;0;233;8,32;28;0;0;0;0;0;3,42;0;3,42;3,25;0;3,25;NA;NA;10;10;3;123;380;380;"20";0;NA;NA;221;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"861";752;1968;"9";"L-SWD-1968-9-15";"Sweden";"15-Sep-68";0;2;9;27;NA;NA;NA;NA;0;0;233;8,32;28;0;0;0;0;0;3,18;0;3,18;2,88;0;2,88;NA;NA;10;10;3;123;380;380;"15";0;NA;NA;274;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"862";752;1970;"9";"L-SWD-1970-9-20";"Sweden";"20-Sep-70";0;2;9;27;27;NA;NA;NA;1;1;350;11,07;28;40;11,4;1;0;0;3,49;0,5;3,49;3,31;0;3,31;NA;NA;10;10;3;123;380;380;"20";0;NA;NA;299;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"863";752;1973;"9";"L-SWD-1973-9-16";"Sweden";"16-Sep-73";0;2;9;27;27;NA;NA;NA;1;1;350;11,07;28;40;11,4;1;0;0;3,54;0;3,54;3,35;0;3,35;NA;NA;10;10;3;123;380;380;"16";0;NA;NA;340;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"864";752;1976;"9";"L-SWD-1976-9-19";"Sweden";"19-Sep-76";0;2;9;27;27;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;3,58;0,4;3,58;3,44;0;3,44;NA;NA;10;10;3;123;380;380;"19";0;NA;NA;383;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"865";752;1979;"9";"L-SWD-1979-9-16";"Sweden";"16-Sep-79";0;2;9;27;27;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;3,63;0,8;3,63;3,49;0;3,49;NA;NA;10;10;3;123;380;380;"16";0;NA;NA;429;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"866";752;1982;"9";"L-SWD-1982-9-19";"Sweden";"19-Sep-82";0;2;9;27;27;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;3,39;0,3;3,39;3,13;0;3,13;NA;NA;10;10;3;123;380;380;"19";0;NA;NA;478;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"867";752;1985;"9";"L-SWD-1985-9-15";"Sweden";"15-Sep-85";0;2;9;27;27;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;3,34;0,5;3,34;3,39;0;3,39;NA;NA;10;10;3;123;380;380;"15";0;NA;NA;533;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"868";752;1988;"9";"L-SWD-1988-9-18";"Sweden";"18-Sep-88";0;2;9;27;27;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;3,91;0,7;3,91;3,67;0;3,67;NA;NA;10;10;3;123;380;380;"18";0;NA;NA;576;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"869";752;1991;"9";"L-SWD-1991-9-15";"Sweden";"15-Sep-91";0;2;9;27;26;NA;NA;NA;1;1;349;11,07;28;39;11,2;1;0;0;4,58;1;4,58;4,2;0;4,2;NA;NA;10;10;3;123;380;380;"15";0;NA;NA;645;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"870";752;1994;"9";"L-SWD-1994-9-18";"Sweden";"18-Sep-94";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,2;1;0;0;3,65;1;3,65;3,51;0;3,51;NA;NA;10;10;3;123;380;380;"18";0;NA;NA;723;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"871";752;1998;"9";"L-SWD-1998-9-20";"Sweden";"20-Sep-98";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,2;1;0;0;4,54;0,7;4,54;4,29;0;4,29;NA;NA;10;10;3;123;380;380;"20";0;NA;NA;827;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"872";752;2002;"9";"L-SWD-2002-9-15";"Sweden ";"15-Sep-02";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,2;1;0;0;4,51;3;4,519190349;4,23;0;4,23;NA;NA;10;10;3;123;380;380;"15";0;NA;NA;939;48,5344827586207;6,96666941648739;12,0344827586207;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"873";752;2006;"9";"L-SWD-2006-9-17";"Sweden ";"17-Sep-06";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,2;1;0;0;4,66;5,7;4,698917897;4,15;0;4,15;NA;NA;10;10;3;123;380;380;"17";0;NA;NA;1063;NA;NA;NA;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"874";752;2010;"9";"L-SWD-2010-9-19";"Sweden ";"19-Sep-10";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,2;1;0;0;4,78;1,4;4,782241243;4,51;0;4,51;NA;NA;10;10;3;123;380;380;"19";0;NA;NA;1209;48,7931034482759;6,98520604193433;11,6896551724138;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"875";752;2014;"9";"L-SWD-2014-9-14";"Sweden";"14-Sep-14";0;2;9;27;26;NA;NA;NA;1;1;349;10,69;29;39;11,17479;1;0;0;5,391562;0;5,391562;4,993277;0;4,993277;NA;NA;10;10;3;123;380;380;"14";0;NA;NA;1357;53,820197044335;7,33622498594032;12,0344827586207;"Sweden";186;"Sweden";"1998";".059993649765273";"380";"Sweden";"380"
"876";756;1947;"10";"L-SWZ-1947-10-26";"Switzerland";"26-Oct-47";0;2;9;17;NA;NA;NA;NA;0;0;194;7,76;25;0;0;0;0;0;5,34;0,5;5,34;5;0;5;NA;NA;10;10;3;124;225;225;"26";2;NA;NA;16;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"877";756;1951;"10";"L-SWZ-1951-10-28";"Switzerland";"28-Oct-51";0;2;9;17;NA;NA;NA;NA;0;0;196;7,84;25;0;0;0;0;0;5,09;0,5;5,09;4,8;0;4,8;NA;NA;10;10;3;124;225;225;"28";2;NA;NA;62;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"878";756;1955;"10";"L-SWZ-1955-10-30";"Switzerland";"30-Oct-55";0;2;9;17;NA;NA;NA;NA;0;0;196;7,84;25;0;0;0;0;0;4,96;0,6;4,96;4,71;0;4,71;NA;NA;10;10;3;124;225;225;"30";2;NA;NA;109;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"879";756;1959;"10";"L-SWZ-1959-10-25";"Switzerland";"25-Oct-59";0;2;9;17;NA;NA;NA;NA;0;0;196;7,84;25;0;0;0;0;0;5,04;0;5,04;4,75;0;4,75;NA;NA;10;10;3;124;225;225;"25";2;NA;NA;159;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"880";756;1963;"10";"L-SWZ-1963-10-27";"Switzerland";"27-Oct-63";0;2;9;17;NA;NA;NA;NA;0;0;200;8;25;0;0;0;0;0;5;1,8;5,005;4,78;0;4,78;NA;NA;10;10;3;124;225;225;"27";2;NA;NA;215;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"881";756;1967;"10";"L-SWZ-1967-10-29";"Switzerland";"29-Oct-67";0;2;9;17;NA;NA;NA;NA;0;0;200;8;25;0;0;0;0;0;5,54;2,1;5,55;5,13;0;5,13;NA;NA;10;10;3;124;225;225;"29";2;NA;NA;266;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"882";756;1971;"10";"L-SWZ-1971-10-31";"Switzerland";"31-Oct-71";0;2;9;17;NA;NA;NA;NA;0;0;200;8;25;0;0;0;0;0;6,16;1,5;6,17;5,49;0;5,49;NA;NA;10;10;3;124;225;225;"31";2;NA;NA;316;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"883";756;1975;"10";"L-SWZ-1975-10-26";"Switzerland";"26-Oct-75";0;2;9;17;NA;NA;NA;NA;0;0;200;8;25;0;0;0;0;0;5,78;2;5,795;5;0;5;NA;NA;10;10;3;124;225;225;"26";2;NA;NA;369;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"884";756;1979;"10";"L-SWZ-1979-10-21";"Switzerland";"21-Oct-79";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;5,5;2,3;5,52;5,1;0,5;5,1;NA;NA;10;10;3;124;225;225;"21";2;NA;NA;430;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"885";756;1983;"10";"L-SWZ-1983-10-23";"Switzerland";"23-Oct-83";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;5,99;3,4;6,03;5,26;0;5,26;NA;NA;10;10;3;124;225;225;"23";2;NA;NA;494;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"886";756;1987;"10";"L-SWZ-1987-10-18";"Switzerland";"18-Oct-87";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;6,8;2,6;6,83;5,76;0,5;5,76;NA;NA;10;10;3;124;225;225;"18";2;NA;NA;564;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"887";756;1991;"10";"L-SWZ-1991-10-20";"Switzerland";"20-Oct-91";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;7,34;2,4;7,37;6,7;0,5;6,7;NA;NA;10;10;3;124;225;225;"20";2;NA;NA;646;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"888";756;1995;"10";"L-SWZ-1995-10-29";"Switzerland";"29-Oct-95";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;6,82;2,7;6,86;5,6;0;5,6;NA;NA;10;10;3;124;225;225;"29";2;NA;NA;746;NA;NA;NA;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"889";756;1999;"10";"L-SWZ-1999-10-24";"Switzerland";"24-Oct-99";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;5,86;2,9;5,88;5,16;0;5,16;NA;NA;10;10;3;124;225;225;"24";2;NA;NA;859;65,9566666666667;8,1213709844254;7,96;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"890";756;2003;"10";"L-SWZ-2003-10-19";"Switzerland";"19-Oct-03";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;5,44;1,9;5,449857834;5,01;0;5,01;NA;NA;10;10;3;124;225;225;"19";2;NA;NA;971;64,7015384615385;8,043726652587;7,69230769230769;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"891";756;2007;"10";"L-SWZ-2007-10-21";"Switzerland";"21-Oct-07";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;5,61;0;5,61;4,97;0;4,97;NA;NA;10;10;3;124;225;225;"21";2;NA;NA;1104;65,4566666666667;8,09052944291452;7,96;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"892";756;2011;"10";"L-SWZ-2011-10-23";"Switzerland";"23-Oct-11";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;0;0;0;0;6,35;0;6,35;5,58;0;5,58;NA;NA;10;10;3;124;225;225;"23";2;NA;NA;1250;64,7015384615385;8,043726652587;7,69230769230769;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"893";756;2015;"10";"L-SWZ-2015-10-18";"Switzerland";"18-Oct-15";0;2;9;17;NA;NA;NA;NA;0;0;200;7,7;26;0;NA;0;0;0;5,772872;0;5,772872;4,924895;0;4,924895;NA;NA;10;10;3;124;225;225;"18";2;NA;NA;1393;66,3815384615385;8,14748663463393;7,69230769230769;"Switzerland";187;"Switzerland";"2001";".5314";"225";"Switzerland";"225"
"894";764;1975;"1";"L-THI-1975-1-26";"Thailand";"26-Jan-75";0;1;5;8;NA;NA;NA;NA;0;0;269;-99;-99;0;0;0;0;0;10,3;2,2;10,35;7,56;0;7,56;NA;NA;4;4;2;99;800;800;"26";0;NA;NA;370;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"895";764;1976;"4";"L-THI-1976-4-4";"Thailand";"4-Apr-76";0;1;5;8;NA;NA;NA;NA;0;0;279;-99;-99;0;0;0;0;0;6,95;1,7;6,95;4,07;0;4,07;NA;NA;4;4;2;99;800;800;"4";4;NA;NA;384;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"896";764;1983;"4";"L-THI-1983-4-18";"Thailand";"18-Apr-83";0;1;5;8;NA;NA;NA;NA;0;0;324;2,4;134;0;0;0;0;0;5,72;7,9;5,905;5,45;7,4;5,62;NA;NA;4;4;2;99;800;800;"18";0;NA;NA;495;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"897";764;1986;"7";"L-THI-1986-7-27";"Thailand";"27-Jul-86";0;1;5;8;NA;NA;NA;NA;0;0;347;2,51;138;0;0;0;0;0;7,97;0;7,97;6,18;0;6,18;NA;NA;4;4;2;99;800;800;"27";0;NA;NA;545;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"898";764;1988;"7";"L-THI-1988-7-24";"Thailand";"24-Jul-88";0;1;5;8;NA;NA;NA;NA;0;0;357;2,51;142;0;0;0;0;0;9,75;0;9,75;7,74;0;7,74;NA;NA;4;4;2;99;800;800;"24";0;NA;NA;577;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"899";764;1992;"3";"L-THI-1992-3-22";"Thailand";"22-Mar-92";0;1;5;8;NA;NA;NA;NA;0;0;360;2,54;142;0;0;0;0;0;6,6;0,6;6,6;6,11;0;6,11;NA;NA;4;4;2;99;800;800;"22";0;NA;NA;672;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"900";764;1992;"9";"L-THI-1992-9-13";"Thailand";"13-Sep-92";0;1;5;8;NA;NA;NA;NA;0;0;360;2,54;142;0;0;0;0;0;6,7;0,6;6,7;6,01;0;6,01;NA;NA;4;4;2;99;800;800;"13";0;NA;NA;673;NA;NA;NA;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"901";764;1995;"7";"L-THI-1995-7-2";"Thailand";"2-Jul-95";0;1;5;8;NA;NA;NA;NA;0;0;391;2,52;155;0;0;0;0;0;6,81;0;6,81;6,43;0;6,43;NA;NA;4;4;2;99;800;800;"2";0;NA;NA;747;0,342019271051529;0,58482413685785;2,52258064516129;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
"902";764;1996;"11";"L-THI-1996-11-17";"Thailand";"17-Nov-96";0;1;5;8;NA;NA;NA;NA;0;0;393;2,52;156;0;0;0;0;0;4,61;0;4,61;4,32;0;4,32;NA;NA;4;4;2;99;800;800;"17";0;NA;NA;774;0,341563275434243;0,584434149784424;2,51923076923077;"Thailand";192;"Thailand";"1983";".6338239999999999";"800";"Thailand";"800"
